id,name,locality,city,cuisines,establishment,average_cost_for_two,all_reviews_count,photo_count,has_table_booking,has_online_delivery,aggregate_rating,votes,timings
19036665,Laziz Pizza,Balasore Locality,Balasore,Pizza,Casual Dining,300,2,11,0,0,3.2,43,11 AM to 10 PM
19100484,SRI SAI MOMS KITCHEN RESTAURANT,Adilabad Locality,Adilabad,"Chinese, Biryani, Beverages, Asian, Andhra, North Indian, Seafood",,350,2,12,0,1,3.8,25,12 Noon to 11 PM
19100683,Sai Baba Chinese,Deesa Locality,Deesa,Chinese,Quick Bites,120,0,1,0,1,3.4,2,4:30pm – 11pm (Mon-Sun)
19087064,CHENNAI KULFI,Namakkal Locality,Namakkal,"Desserts, Beverages",Casual Dining,150,0,6,0,1,0,0,11 AM to 11 PM
19100862,Bebe di Roti,Malout Locality,Malout,"Desserts, Fast Food, Healthy Food, Ice Cream, North Indian, Tea",Fine Dining,300,0,4,0,1,3.4,4,11:30 AM to 11:30 PM
19092819,CHATORA BITE,Mirzapur Locality,Mirzapur,North Indian,,150,0,5,0,1,3.6,3,2 PM to 10 PM
19089500,Dasera Cafe,Chalisgaon Locality,Chalisgaon,"Sandwich, Pizza, Coffee, Burger",Café,80,0,3,0,1,3.4,3,
19086075,7th Heaven,Motihari Locality,Motihari,"Desserts, Cuisine Varies",Bakery,400,2,16,0,1,3.5,58,10 AM to 10 PM
19022733,Sensations Bistro,Karimnagar Locality,Karimnagar City,"Biryani, North Indian, Chinese, Continental",Quick Bites,300,26,48,0,1,4.2,71,12 Noon to 11 PM
19085877,Bombay fast food,Sirhind Locality,Sirhind,"Burger, Chinese, Fast Food, Street Food, Wraps",Casual Dining,100,0,0,0,0,0,0,4 PM to 9 PM
19088170,Chettinese combo restaurant,Thiruvallur Locality,Thiruvallur,"Beverages, Biryani, Chettinad, Chinese, Fast Food, Healthy Food, South Indian, Street Food",Fine Dining,300,0,2,0,1,3.3,14,12:30 PM to 11 PM
19098472,Jalaram Fast food,Deesa Locality,Deesa,"South Indian, Sandwich, Pizza, Hot dogs, Fast Food, Burger, Drinks Only",Casual Dining,150,0,1,0,1,3.4,2,3 PM to 12 Midnight
18742897,Glenary's Restaurant  & Bar,Chauk Bazaar,Darjeeling,"Beverages, Cafe, Chinese, Continental, North Indian, Momos",Bar,1000,172,427,0,0,4.0,340,12 Noon to 9:30 PM
19087608,Hotel Way Wait Park Treat,Palanpur Locality,Palanpur,"South Indian, Pizza, North Indian, Gujarati, Fast Food",Café,200,0,25,0,1,3.7,5,10 AM to 11 PM
19102245,PARIVAR MULTI CUISINE RESTAURANT,Siddipet Locality,Siddipet,"Biryani, North Indian, South Indian",Casual Dining,350,1,1,0,1,3.3,6,11:30 AM to 10 PM
19092670,Aadyafee,Angul Locality,Angul,"Beverages, Coffee, Sandwich",Café,150,0,20,0,0,0,0,4:30 PM to 9:30 PM
19086986,Eagel Family & Garden Restaurant,Gudivada Locality,Gudivada,"South Indian, Biryani",Casual Dining,350,0,7,0,1,3.7,11,"12 Noon to 3 PM, 3:30 PM to 10:30 PM"
19095148,Royal Sagar Food Plaza,Jalpaiguri Locality,Jalpaiguri,"Biryani, Chinese, Coffee, Fast Food, North Indian",Casual Dining,100,1,11,0,1,3.5,11,
19098874,Rumis Mesnevi Tea Hub,Attingal Locality,Attingal,"Beverages, Fast Food",Beverage Shop,100,0,4,0,1,0,0,11 AM to 11 PM
19088988,Om Kathiyawadi Restaurant,Patan Locality,Patan,"Chinese, Continental, Gujarati, North Indian",Fine Dining,300,0,8,0,1,3.5,14,"10 AM to 3 PM, 6 PM to 11 PM"
19095599,URBAN CHASKA,Mirzapur Locality,Mirzapur,North Indian,,300,1,6,0,1,3.4,3,12:30 PM to 10 PM
19040030,Yum Chinese,Balasore Locality,Balasore,Chinese,Casual Dining,400,5,11,0,0,3.3,14,11 AM to 10:30 PM
19084874,Yankees Pizza,Nangal Locality,Nangal,"Pizza, Italian, Fast Food, Chinese, Beverages",Quick Bites,200,0,1,0,1,3.5,2,10 AM to 10:30 AM
19008826,Food Nation,Kadapa Locality,Kadapa,"Ice Cream, Biryani",Dessert Parlour,300,2,5,0,1,3.8,10,11:30 AM to 11 PM
19093189,Hunger Grove - Cafe & Lounge,Narasaraopet Locality,Narasaraopet,"Fast Food, Beverages, Burger, Sandwich, North Indian, Chinese",Quick Bites,200,0,3,0,1,3.5,7,11 AM to 11 PM
18701675,Kalsang,The Mall Road,Mussoorie,"Chinese, Thai, Tibetan, Momos",Casual Dining,800,120,188,0,0,4.0,238,10 AM to 10 PM
19021221,Ramees Restaurant Caterers,Kollam Locality,Kollam,"North Indian, Chinese, South Indian, Arabian",Casual Dining,600,5,1,0,1,4.4,28,12 Noon to 10 PM
19087049,New Krishna Sweets & Namkeen,Himatnagar Locality,Himatnagar,"Street Food, Ice Cream, Gujarati, Desserts, Bakery, Beverages, Mithai",Sweet Shop,100,0,17,0,1,3.4,4,11 AM to 6 PM
19098326,KINGS BRIYANI,Dharmapuri Locality,Dharmapuri,Biryani,Quick Bites,150,1,1,0,1,0,0,11 AM to 9 PM
17272120,Arctic Pizza,Barrow,Barrow,"Italian, Pizza",Pizzeria,25,2,1,0,0,3.3,26,11 AM to 10:30 PM
19087193,MOLTEN CAVE,Gharounda Locality,Gharounda,"Burger, Cafe, Italian, Mexican, Wraps",Café,250,0,13,0,1,3.6,7,11 AM to 10:30 PM
19099603,Manasa Juice Shop,Palasa-Kasibugga Locality,Palasa-Kasibugga,Juices,Beverage Shop,100,0,3,0,1,3.5,7,"10pm – 10:59pm (Mon),11am – 11pm (Tue-Sun)"
16613688,Dundees,Cairns City,Cairns City,"Seafood, Steak, Modern Australian",Casual Dining,30,53,92,0,0,4.3,129,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)"
19100255,Bharat Restaurant,Vidisha Locality,Vidisha,"South Indian, Burger, Beverages, Chinese, North Indian",,250,1,5,0,1,3.7,9,1 PM to 11 PM
18690552,Domino's Pizza,Devpura,Haridwar,"Fast Food, Pizza",Quick Bites,400,14,12,0,0,3.3,212,11 AM to 11 PM
19101686,Zaika Restaurant,Balasore Locality,Balasore,"Biryani, Chinese, North Indian",Casual Dining,300,0,6,0,0,3.2,21,"12 Noon to 4 PM, 7 PM to 10:30 PM"
19013818,K7 Restaurant,Gurdaspur Locality,Gurdaspur,North Indian,Quick Bites,350,0,6,0,1,4.1,16,9:30am – 11pm (Mon-Sun)
18707294,Amar Punjabi Foods,Talwandi,Kota,North Indian,Casual Dining,250,219,123,0,1,4.8,2484,11 AM to 10:30 PM
19046889,Jaiswal Hotel,Ambikapur Locality,Ambikapur,"South Indian, North Indian, Chinese, Mithai",Casual Dining,200,1,4,0,1,3.7,8,7 AM to 10 PM
19093378,The Spoon Family Restaurant,Siddipet Locality,Siddipet,"Biryani, North Indian, South Indian",Casual Dining,300,0,7,0,1,3.6,3,11:45am – 12midnight (Mon-Sun)
19088133,Celebration Mall,Yavatmal Locality,Yavatmal,"Bakery, Mithai",Bakery,250,2,7,0,1,0,0,11 AM to 11 PM
19086019,Pomo's Pizza,Patan Locality,Patan,Pizza,Casual Dining,400,0,2,0,1,3.8,4,"11am – 4pm, 6pm – 11pm (Mon-Sun)"
19095238,Lassi Shop,Chitradurga Locality,Chitradurga,"Juices, Beverages, Desserts",Café,150,1,3,0,1,3.4,11,
19101373,Jain Sweets,Bijnor Locality,Bijnor,"Street Food, Desserts, Mithai",Sweet Shop,100,0,1,0,1,3.3,5,9 AM to 10:30 PM
19095339,Appetour & Frootica,Gadag-Betageri Locality,Gadag-Betageri,"Burger, Desserts, Ice Cream, Pizza",Café,200,0,4,0,1,3.7,3,
19104247,Sri Maheswari Bakes and Savouries,Sivakasi Locality,Sivakasi,"Arabian, Asian, Bakery, Juices, Pizza, Rolls",Café,200,0,1,0,1,0,0,10 AM to 11 PM
19094811,Deep Kulcha's,KotKapura Locality,KotKapura,"Fast Food, Pizza, Sandwich, Street Food, Wraps",Food Court,150,0,3,0,1,3.8,2,10 AM to 7:30 PM
19086057,Bollywood Town,Rampur Locality,Rampur,,Fine Dining,300,4,5,0,1,0,0,11 AM to 11 PM
19091153,Kalpataru A Restaurant,Samastipur Locality,Samastipur,"Pizza, North Indian, Kebab, Chinese",Fine Dining,400,0,1,0,1,3.5,3,9 AM to 10 PM
19105093,Subham Enterprise,Bankura Locality,Bankura,Bakery,Bakery,200,7,21,0,1,3.4,11,9 AM to 10 PM
19024335,The Pizza Box,Bulandshahr Locality,Bulandshahr,Italian,,200,0,4,0,1,4.1,6,11 AM to 11 PM
19011787,One Bite,Khanna Locality,Khanna,"Fast Food, Wraps, Beverages, Pizza",Café,400,5,20,0,1,4.1,56,"11am – 11pm (Mon-Tue),11am – 10pm (Wed-Sun)"
19089499,Goli Vada Pav No.1,Malegaon Locality,Malegaon,Maharashtrian,Quick Bites,50,0,1,0,1,3.8,4,10 AM to 9:30 PM
19023963,Pizza 99,Shahjahanpur Locality,Shahjahanpur,"Pizza, Fast Food, Beverages",Quick Bites,200,1,11,0,1,4.3,17,10am – 11pm (Mon-Sun)
19092298,Shivoy's Cafe,Bundi Locality,Bundi,Fast Food,Quick Bites,200,3,3,0,1,3.5,23,11 AM to 11 PM
19095419,Bakers Table,Rampur Locality,Rampur,"Beverages, Burger, Cafe, Coffee, Desserts",Dessert Parlour,300,1,0,0,0,0,0,
19094048,Utsab Caterer,Malda Locality,Malda,"North Indian, Chinese, Bengali, Continental",,200,0,3,0,1,3.7,11,12 Noon to 11 PM
18984818,Pizza Wings,Hisar Locality,Hisar,"Pizza, Fast Food",Quick Bites,500,10,16,0,1,4.3,71,11 AM to 10 PM
18699322,Earl's Secret,Marlimund,Ooty,"Continental, North Indian",Casual Dining,1200,69,132,0,0,4.0,145,"8 AM to 10 AM, 7 PM to 10 PM, 12 Noon to 3:30 PM"
18708151,Illiterati,Mcleodganj,Dharamshala,Cafe,Café,800,129,339,0,0,4.2,252,9:30 AM to 9 PM
19102000,Desi Food Studio,Malout Locality,Malout,"Cafe, Fast Food",Café,100,3,2,0,1,3.6,8,10 AM to 9 PM
17272121,Northern Lights Restaurant,Barrow,Barrow,American,,0,1,1,0,0,3.2,10,"Lunch, Dinner, Late (Sun, Mon, Tue, Wed, Thu, Fri, Sat)"
16647599,Prospector Pub,Midway,Midway,"Burger, Bar Food, Sandwich",Casual Dining,25,0,1,0,0,3.1,3,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu), Lunch, Dinner, Late (Fri-Sat)"
19096694,Biryani Junction,Bettiah Locality,Bettiah,"Biryani, Coffee, Healthy Food, Kebab, Tea",Bhojanalya,180,0,2,0,1,0,0,11 AM to 9 PM
19085725,TAPRI FOOD HUT,Dhar Locality,Dhar,"Chinese, Coffee, Desserts, Drinks Only, Ice Cream, Italian, Pizza, Sandwich",Café,100,6,9,0,1,3.9,17,11am – 10:30pm (Mon-Sun)
19098260,INDHU SWEETS AND SNACKS,Namakkal Locality,Namakkal,"South Indian, Modern Indian, Beverages, Bakery",Bakery,200,1,3,0,1,0,0,10 AM to 9 PM
19096394,Urvasi Restaurant,Palasa-Kasibugga Locality,Palasa-Kasibugga,"South Indian, Biryani",Fine Dining,250,0,0,0,0,0,0,
18214628,The Coffee Pedaler,Gundagai,Gundagai,"Cafe Food, Coffee and Tea",Café,0,2,9,0,0,0,3,"7 AM to 3 PM (Mon-Fri), 8 AM to 2 PM (Sat-Sun)"
19088154,Mughal Taj Biriyani,Mandya Locality,Mandya,"Biryani, North Indian",Quick Bites,300,1,4,0,1,3.9,10,12:30 PM to 11 PM
18918689,The Hot Breads Restaurant,Bellary Locality,Bellary,"North Indian, Biryani, Fast Food",Quick Bites,400,2,1,0,1,4.3,44,
9700726,Fergburger,Queenstown Central,Queenstown,American,Quick Bites,40,476,462,0,0,4.3,857,8:30 AM to 5 AM (Mon-Sun)
19089526,Beyond Temptation,Chandrapur Locality,Chandrapur,Desserts,,200,1,3,0,1,0,0,12 Noon to 11 PM
18841615,Green Punjabi Dhaba,Solan Locality,Solan,North Indian,Quick Bites,200,1,7,0,1,3.7,11,9 AM to 11 PM
19099075,Cafe Rio,Chandrapur Locality,Chandrapur,"Pizza, Burger, Beverages",Café,200,1,3,0,1,3.3,4,11 AM to 11 PM
19089226,Hotel Saptarishi,Bankura Locality,Bankura,"Chinese, North Indian, Bengali",Casual Dining,700,2,5,0,1,0,0,8 AM to 10:30 PM
19054783,Bikana Sweets,Jalna Locality,Jalna,"Mithai, Fast Food",Sweet Shop,300,1,1,0,1,4.1,7,10 AM to 10 PM
2400052,Eat On,Civil Lines,Allahabad,North Indian,Quick Bites,200,203,66,0,1,4.9,3202,"12 Noon to 10 PM (Mon, Wed-Sun), Tue Closed"
17688150,On The Way Cafe,Pardeeville,Pardeeville,Cafe,Café,0,2,3,0,0,3.3,3,
19055685,Hotel Madani Palace,Parbhani Locality,Parbhani,"North Indian, Modern Indian, Maharashtrian",Quick Bites,250,0,2,0,1,3.6,9,11 AM to 11 PM
19063176,Oasis Restaurant,Wardha Locality,Wardha,"North Indian, Chinese, Biryani",Casual Dining,200,1,10,0,1,3.5,6,12:30 PM to 10 PM
19091693,Divine Sip,Nangal Locality,Nangal,"Modern Indian, Italian, Desserts, Cafe",Café,200,0,1,0,1,3.4,1,12 Noon to 9:30 PM
19061510,Bikanervala,Modinagar Locality,Modinagar,"Mithai, North Indian, South Indian, Chinese, Street Food, Beverages",Sweet Shop,550,1,6,0,1,4.1,6,8 AM to 11 PM
19108834,BOONS RESTAURANT,Basti Locality,Basti,North Indian,,300,1,1,0,0,0,0,11 AM to 10 PM
19090044,Gourvi Bakery,Bundi Locality,Bundi,Bakery,Bakery,250,1,9,0,1,3.3,5,11 AM to 11 PM
19095998,Sri Krishna Cafe,Chitradurga Locality,Chitradurga,"South Indian, Pizza, Sandwich, Burger, Juices",Café,200,0,1,0,1,3.5,11,11 AM to 10:30 PM
19098259,Anapurna sweets,Bettiah Locality,Bettiah,"Mithai, Mishti, Fast Food, Beverages, Chinese",Sweet Shop,100,0,4,0,1,0,0,7 AM to 10 PM
19078138,Pizzeria Casavostra,Almancil,Algarve,"Pizza, Italian",Casual Dining,25,6,44,0,0,4.9,24,12 Noon to 11:30 PM
19089327,New Gokul Sweets,Samastipur Locality,Samastipur,"Mithai, Desserts, Bakery",Casual Dining,100,0,1,0,1,4.0,3,7 AM to 10 PM
18701626,Cafe Ivy,Landour,Mussoorie,Cafe,Café,1000,116,286,0,0,4.3,210,10 AM to 8 PM
19107691,Lazeez Moments,Hansi Locality,Hansi,"Beverages, Chinese, Coffee, Continental, European, Modern Indian, North Indian",Café,300,0,1,0,0,0,0,9 AM to 10:30 PM
3100196,Pabbas,Lalbagh,Mangalore,"Ice Cream, Desserts, Beverages, Fast Food",Dessert Parlour,250,774,1507,0,1,4.9,2007,9am – 9pm (Mon-Sun)
19087711,Nandhini mess and family restaurant,Gadwal Locality,Gadwal,"Biryani, Healthy Food, Hyderabadi",Dhaba,300,0,6,0,1,3.3,6,8 AM to 11 PM
8303222,La Burguesía,Providencia,Santiago,Burger,Casual Dining,23000,806,856,0,0,4.9,1317,"1 PM to 4 PM, 7 PM to 10:30 PM (Mon-Fri),1 PM to 4 PM (Sat),Closed (Sun)"
8305378,Uncle Fletch,Bellavista,Santiago,"Burger, American, Sandwich",Casual Dining,20000,865,1653,0,0,4.7,1359,"12:30 PM to 12 Media Noche (Mon-Wed),12:30 PM to 1 AM (Thu-Sat),12:30 PM to 4 PM (Sun)"
8302892,Baco,"Plaza Del Sol, Providencia",Santiago,French,Fine Dining,42000,349,741,0,0,4.8,685,"12:30 PM to 1 AM (Mon-Sat),12:30 PM to 12 Media Noche (Sun)"
8302994,Le Bistrot,"Plaza Del Sol, Providencia",Santiago,French,Casual Dining,29000,414,993,0,0,4.9,720,"12:30 PM to 11:30 PM (Mon-Sat),Closed (Sun)"
8300460,Tiramisú,Las Condes,Santiago,"Pizza, Italian",Casual Dining,28000,663,1419,0,0,4.7,1155,"1 PM to 4 PM, 7 PM to 12 Media Noche (Mon-Sun)"
8302626,De La Ostia,Providencia,Santiago,"Bar Food, Spanish",Bar,26000,396,579,0,0,4.3,704,"11:45 AM to 11 PM (Mon-Wed),11:45 AM to 12:30 AM (Thu-Sat),Closed (Sun)"
8300423,Mestizo,Vitacura,Santiago,"Chilean, Spanish",Fine Dining,50000,251,393,0,0,4.4,464,"12:30 PM to 3:30 PM, 7:30 PM to 12 Media Noche (Mon-Wed),12:30 PM to 4 PM, 7:30 PM to 12 Media Noche (Thu-Fri),12:30 PM to 5 PM, 7:30 PM to 12 Media Noche (Sat),12:30 PM to 4 PM, 8 PM to 10 PM (Sun)"
8302079,Ciudad Vieja,Bellavista,Santiago,"Sandwich, Bar Food",Casual Dining,25000,463,900,0,0,4.5,818,"Closed (Mon),12:30 PM to 12:30 AM (Tue),12:30 PM to 1 AM (Wed),12:30 PM to 1:30 AM (Thu),12:30 PM to 2 AM (Fri),12:30 PM to 2:30 AM (Sat),12:30 PM to 4:30 PM (Sun)"
8302851,Fuente Mardoqueo,Santiago Centro,Santiago,Sandwich,Casual Dining,15000,337,643,0,0,4.4,629,12 Del día to 11 PM (Mon-Sun)
8304431,Vietnam Discovery,Recoleta,Santiago,"Vietnamese, Asian",Casual Dining,32000,368,838,0,0,4.6,642,"1 PM to 12 Midnight (Mon-Sat), 1 PM to 4 PM (Sun)"
17987774,La Maestranza,Vitacura,Santiago,"Sandwich, Burger, Bar Food",Sandwich Shop,17000,517,1006,0,0,4.5,722,"1 PM to 4 PM, 7 PM to 11 PM (Mon-Sat),1 PM to 4 PM, 7 PM to 10 PM (Sun)"
8301363,Fuente Alemana,Santiago Centro,Santiago,Sandwich,Sandwich Shop,13000,242,236,0,0,4.6,521,"10:30 AM to 10:30 PM (Mon-Sat),Closed (Sun)"
8302812,Tea Connection,Providencia,Santiago,"Tea, Healthy Food, Sandwich, Desserts",Casual Dining,28000,393,971,0,0,4.4,590,"8:30 AM to 11:30 PM (Mon-Sat),12 Del día to 8 PM (Sun)"
8301170,Pad Thai,Providencia,Santiago,Thai,Casual Dining,30000,373,539,0,0,4.4,589,"7:30 PM to 12 Media Noche (Mon),12 Del día to 2 PM, 7 PM to 12 Media Noche (Tue),12 Del día to 4 PM, 7 PM to 12 Media Noche (Wed-Fri),1 PM to 4 PM, 7 PM to 12 Media Noche (Sat),1 PM to 4 PM (Sun)"
8301699,Tanta,"Mall Parque Arauco, Las Condes",Santiago,Peruvian,Fine Dining,37000,329,778,0,0,4.2,525,"12:30 PM to 11 PM (Mon, Tue, Wed, Thu, Sun), 12:30 PM to 12:30 AM (Fri-Sat)"
8309181,Las Cabras,Providencia,Santiago,"Chilean, Home-made, Sandwich",Casual Dining,23000,432,687,0,0,4.3,614,"12:30 PM to 12 Media Noche (Mon-Fri),1 PM to 12 Media Noche (Sat),1 PM to 11 PM (Sun)"
8301203,La Antojería,Providencia,Santiago,"Sandwich, Burger, Peruvian",Casual Dining,16000,388,644,0,0,4.6,542,"12:30 PM to 11 PM (Mon-Sat),Closed (Sun)"
8301884,Buffalo Waffles,Santiago Centro,Santiago,"American, Fast Food",,8000,363,249,0,0,4.4,549,"1 PM to 9 PM (Mon-Fri),2 PM to 9 PM (Sat-Sun)"
8309362,Vapiano,"Mall Parque Arauco, Las Condes",Santiago,"Italian, Pizza",Casual Dining,25000,390,817,0,0,4.4,535,"12 Del día to 11 PM (Mon, Tue, Wed, Sun), 12 Del día to 12 Media Noche (Thu-Sat)"
8308411,Azotea Matilde,Providencia,Santiago,Contemporary,Fine Dining,39000,371,596,0,0,4.4,525,"Closed (Mon),6 PM to 1:30 AM (Tue-Thu),12 Del día to 1:30 AM (Fri-Sun)"
8300829,La Gloria,Providencia,Santiago,"Sandwich, Peruvian",Sandwich Shop,15000,340,410,0,0,4.4,540,"12:30 PM to 3:30 PM, 5 PM to 11 PM (Mon-Fri),12:30 PM to 4 PM (Sat),Closed (Sun)"
8308496,Sarita Colonia,Recoleta,Santiago,Peruvian,Casual Dining,37000,332,1131,0,0,4.8,484,"8 PM to 2 AM (Mon-Wed),8 PM to 4 AM (Thu-Sat),Closed (Sun)"
8300910,Ciudadano,Providencia,Santiago,"Pizza, Italian, Bar Food",Casual Dining,29000,291,275,0,0,4.5,509,"12:30 PM to 1 AM (Mon-Tue),12:30 PM to 1:30 AM (Wed),12:30 PM to 2 AM (Thu),12:30 PM to 3 AM (Fri-Sat),Closed (Sun)"
8302434,Peluquería Francesa - Boulevard Lavaud,Santiago Centro,Santiago,International,Casual Dining,35000,300,868,0,0,4.5,534,"10 AM to 12 Media Noche (Mon-Sat),10 AM to 6 PM (Sun)"
8305610,Liguria,Providencia,Santiago,"Chilean, Bar Food",Casual Dining,30000,203,411,0,0,4.2,444,"11 AM to 1 AM (Mon-Tue),11 AM to 2 AM (Wed-Sat),Closed (Sun)"
8300476,Zanzibar,"BordeRío, Vitacura",Santiago,"Vietnamese, Thai, Japanese",Fine Dining,40000,259,782,0,0,4.5,442,"12:30 PM to 12 Media Noche (Mon-Sat),1 PM to 5 PM (Sun)"
8300489,P.F. Chang's,"Mall Parque Arauco, Las Condes",Santiago,"Chinese, Asian",Casual Dining,31000,298,561,0,0,4.2,468,12 Del día to 12 Media Noche (Mon-Sun)
8308560,Chipe Libre - República Independiente del Pisco,Santiago Centro,Santiago,"Bar Food, Peruvian, Seafood",Pub,35000,293,1215,0,0,4.5,481,"12:30 PM to 1 AM (Mon-Sat),Closed (Sun)"
8310121,Daniel's Bakery & Cafe,Ñuñoa,Santiago,"Cafe, Bakery, Pastry",Café,12000,351,1170,0,0,4.6,471,"9 AM a 10 PM (Lun-Vie),10 AM a 10 PM (Sab-Dom)"
8302807,El Huerto,Providencia,Santiago,"Healthy Food, Desserts",Casual Dining,22000,251,518,0,0,4.5,431,"8:30 AM to 12 Media Noche (Mon-Wed),8:30 AM to 1 AM (Thu-Fri),10:30 AM to 1 AM (Sat),12:30 PM to 4:30 PM (Sun)"
8300248,Kitcheng,Las Condes,Santiago,"Chinese, Sushi",Casual Dining,20000,302,235,0,0,4.1,454,"1 PM to 10:30 PM (Mon-Thu),1 PM to 11 PM (Fri),12 Del día to 11 PM (Sat),Closed (Sun)"
8303446,Fuente Suiza,Ñuñoa,Santiago,"Sandwich, Empanadas",Sandwich Shop,13000,267,369,0,0,4.3,468,"11 AM to 12 Media Noche (Mon-Thu),11 AM to 1 AM (Fri),11 AM to 10:30 PM (Sat),Closed (Sun)"
8301897,Fuente Alemana,Providencia,Santiago,Sandwich,Sandwich Shop,13000,246,444,0,0,4.6,442,"10 AM to 10 PM (Mon-Sat),Closed (Sun)"
18234705,La Diana,Santiago Centro,Santiago,"Pizza, Italian",Casual Dining,30000,300,683,0,0,4.2,402,"1 PM to 12:30 AM (Mon-Thu),1 PM to 1:30 AM (Fri-Sat),1 PM to 11 PM (Sun)"
8301886,Crepes & Waffles,"Costanera Center, Providencia",Santiago,"French, Cafe, Ice Cream",Café,20000,204,351,0,0,4.2,308,"12:30 PM to 9:30 PM (Mon, Tue, Wed, Thu, Sun), 12:30 PM to 10:30 PM (Fri-Sat)"
8301636,New Horizon,Santiago Centro,Santiago,Indian,Quick Bites,12000,263,347,0,0,4.6,416,"12:45 PM to 4 PM, 6:30 PM to 10 PM (Mon-Fri),12:30 PM to 4 PM (Sat),Closed (Sun)"
8308132,José Ramón 277,Santiago Centro,Santiago,Sandwich,Sandwich Shop,15000,309,556,0,0,4.4,461,"8 AM to 12 Media Noche (Mon-Fri),1 PM to 12 Media Noche (Sat),1 PM to 11 PM (Sun)"
8305654,Hard Rock Café,"Costanera Center, Providencia",Santiago,American,Pub,30000,242,740,0,0,3.8,426,"12 Del día to 1 AM (Mon, Tue, Wed, Sun), 12 Del día to 2 AM (Thu-Sat)"
8302646,Holm,Providencia,Santiago,Healthy Food,Casual Dining,12000,293,690,0,0,4.4,440,"8 AM to 10 PM (Mon-Fri),10 AM to 4 PM (Sat-Sun)"
8309310,El Camino,Providencia,Santiago,"American, Steak, Grill",Casual Dining,28000,278,423,0,0,4.1,419,"Closed (Mon),7 PM to 12:30 AM (Tue-Thu),1 PM to 5 PM, 7 PM to 12:30 AM (Fri),12 Del día to 5 PM, 7 PM to 12:30 AM (Sat),12 Del día to 5 PM (Sun)"
8309183,Olimpia,Providencia,Santiago,"Pizza, Italian, Healthy Food",Casual Dining,21000,301,421,0,0,4.5,413,"10 AM to 2 AM (Mon-Sat),Closed (Sun)"
8302547,Johnny Rockets,"Costanera Center, Providencia",Santiago,"American, Burger",Casual Dining,20000,269,272,0,0,4.0,412,"12 Del día to 11 PM (Mon, Tue, Wed, Thu, Sun), 12 Del día to 12 Media Noche (Fri-Sat)"
8300293,Quinoa,Vitacura,Santiago,"Healthy Food, Desserts",Casual Dining,25000,253,593,0,0,4.7,398,"8 AM to 11 PM (Mon-Fri),9 AM to 5 PM (Sat),Closed (Sun)"
8307937,Maprao Thai,Providencia,Santiago,"Thai, Asian",Quick Bites,13000,306,307,0,0,4.4,418,"12:30 PM a 4:30 PM, 6 PM a 10:30 PM (Lun-Mie),12:30 PM a 4:30 PM, 6 PM a 11:30 PM (Jue-Vie),12:30 PM a 4:30 PM, 7:30 PM a 11:30 PM (Sab),12:30 PM a 4:30 PM, 7:30 PM a 10 PM (Dom)"
8301620,Kintaro,Santiago Centro,Santiago,"Japanese, Sushi, Asian",Casual Dining,28000,208,449,0,0,4.5,353,"1 PM to 3 PM, 7:30 PM to 11 PM (Mon-Thu),1 PM to 3 PM, 8 PM to 11:30 PM (Fri),1 PM to 3 PM, 8 PM to 11 PM (Sat),Closed (Sun)"
8308436,Barrica 94,"Patio Bellavista, Barrio Bellavista, Providencia",Santiago,"Chilean, Contemporary, Steak",Casual Dining,38000,241,1384,0,0,4.9,371,12 Del día to 2 AM (Mon-Sun)
8303020,California Cantina,Providencia,Santiago,"American, Bar Food",Bar,30000,233,150,0,0,3.8,454,"5 PM to 1:55 AM (Mon),3 PM to 1:55 AM (Tue),3 PM to 2:55 AM (Wed-Sat),2 PM to 12 Media Noche (Sun)"
8301908,Colmado,Santiago Centro,Santiago,"Cafe, Spanish, Sandwich, Pastry",Café,16000,250,438,0,0,4.5,381,"Cerrado (Lun),9 AM a 11 PM (Mar-Jue),9 AM a 12 Media Noche (Vie),10 AM a 12 Media Noche (Sab),10 AM a 10 PM (Dom)"
8302113,Galindo,Bellavista,Santiago,"Chilean, Home-made",Casual Dining,18000,229,533,0,0,4.2,346,"12 Del día to 1 AM (Mon, Tue, Sun), 12 Del día to 2 AM (Wed-Thu),12 Del día to 3 AM (Fri-Sat)"
8302166,Bocanáriz,Santiago Centro,Santiago,"Contemporary, International",Pub,32000,214,1842,0,0,4.7,366,"12 Del día to 12:30 AM (Mon-Sat),7 PM to 11 PM (Sun)"
8303027,La Resistencia Café,"Galería Drugstore, Providencia",Santiago,"Cafe, Sandwich, Healthy Food",Café,16500,295,746,0,0,4.4,381,"9 AM to 11 PM (Mon-Fri),9 AM to 9 PM (Sat),Closed (Sun)"
8301227,La Hacienda Gaucha,Providencia,Santiago,"Steak, Grill",Casual Dining,30000,219,490,0,0,4.3,349,"12:30 PM to 12 Media Noche (Mon-Thu),12:30 PM to 1 AM (Fri-Sat),12:30 PM to 5 PM (Sun)"
8303916,Chicken Story,Recoleta,Santiago,Korean,Casual Dining,16000,214,446,0,0,4.5,335,"11 AM to 11 PM (Mon-Sat),Closed (Sun)"
8306740,KY,Recoleta,Santiago,"Thai, Contemporary",Fine Dining,45000,210,229,0,0,4.4,381,"Closed (Mon, Sun), 8 PM to 2 AM (Tue-Sat)"
